entry_number,pmid,title,details,author,url
10245,32086149,Effects of MRI image normalization techniques in prostate cancer radiomics,Phys Med. 2020 Mar;71:7-13. doi: 10.1016/j.ejmp.2020.02.007. Epub 2020 Feb 18.,Isaksson LJ,https://www.ncbi.nlm.nih.gov/pubmed/32086149
10246,31175460,One-Stop MRI and MRI/transrectal ultrasound fusion-guided biopsy: an expedited pathway for prostate cancer diagnosis,World J Urol. 2020 Apr;38(4):949-956. doi: 10.1007/s00345-019-02835-2. Epub 2019 Jun 7.,Tafuri A,https://www.ncbi.nlm.nih.gov/pubmed/31175460
10247,31840615,Radio-thermo-sensitivity Induced by Gold Magnetic Nanoparticles in the Monolayer Culture of Human Prostate Carcinoma Cell Line DU145,Anticancer Agents Med Chem. 2020;20(3):315-324. doi: 10.2174/1871520620666191216113052.,Rajaee Z,https://www.ncbi.nlm.nih.gov/pubmed/31840615
10248,31601564,Tumor-Associated Release of Prostatic Cells into the Blood after Transrectal Ultrasound-Guided Biopsy in Patients with Histologically Confirmed Prostate Cancer,Clin Chem. 2020 Jan 1;66(1):161-168. doi: 10.1373/clinchem.2019.310912.,Joosse SA,https://www.ncbi.nlm.nih.gov/pubmed/31601564
10249,31874108,Genomics of lethal prostate cancer at diagnosis and castration resistance,J Clin Invest. 2020 Apr 1;130(4):1743-1751. doi: 10.1172/JCI132031.,Mateo J,https://www.ncbi.nlm.nih.gov/pubmed/31874108
10250,32069895,miR-1272 Exerts Tumor-Suppressive Functions in Prostate Cancer via HIP1 Suppression,Cells. 2020 Feb 13;9(2):435. doi: 10.3390/cells9020435.,Rotundo F,https://www.ncbi.nlm.nih.gov/pubmed/32069895
10252,31733275,Diagnostic Properties of Total and Free Prostate-Specific Antigen to Predict Overall and Clinically Significant Prostate Cancer Among Men With Low Testosterone and Prior Negative Biopsy,Urology. 2020 Mar;137:97-101. doi: 10.1016/j.urology.2019.11.004. Epub 2019 Nov 14.,Schwarzman LS,https://www.ncbi.nlm.nih.gov/pubmed/31733275
10253,30431694,Initial outcomes of local anaesthetic freehand transperineal prostate biopsies in the outpatient setting,BJU Int. 2020 Feb;125(2):244-252. doi: 10.1111/bju.14620. Epub 2019 Dec 3.,Kum F,https://www.ncbi.nlm.nih.gov/pubmed/30431694
10254,31564531,Adherence to Active Surveillance Protocols for Low-risk Prostate Cancer: Results of the Movember Foundation's Global Action Plan Prostate Cancer Active Surveillance Initiative,Eur Urol Oncol. 2020 Feb;3(1):80-91. doi: 10.1016/j.euo.2019.08.014. Epub 2019 Sep 26.,Kalapara AA,https://www.ncbi.nlm.nih.gov/pubmed/31564531
10255,32238799,Histone demethylase JMJD1A promotes expression of DNA repair factors and radio-resistance of prostate cancer cells,Cell Death Dis. 2020 Apr 1;11(4):214. doi: 10.1038/s41419-020-2405-4.,Fan L,https://www.ncbi.nlm.nih.gov/pubmed/32238799
10256,31541653,Patient-Centered Outcomes From Multiparametric MRI and MRI-Guided Biopsy for Prostate Cancer: A Systematic Review,J Am Coll Radiol. 2020 Apr;17(4):486-495. doi: 10.1016/j.jacr.2019.08.031. Epub 2019 Sep 18.,Merriel SWD,https://www.ncbi.nlm.nih.gov/pubmed/31541653
10257,32366786,225Ac-PSMA-617 Radioligand Posttherapy Imaging in Metastatic Castrate-Resistant Prostate Cancer Patient Using 3 Photopeaks,Clin Nucl Med. 2020 Jun;45(6):437-438. doi: 10.1097/RLU.0000000000003031.,Vatsa R,https://www.ncbi.nlm.nih.gov/pubmed/32366786
10258,33125383,Clinical characteristics and primary management of patients diagnosed with prostate cancer between 2015 and 2019 at the Uganda Cancer Institute,PLoS One. 2020 Oct 30;15(10):e0236458. doi: 10.1371/journal.pone.0236458. eCollection 2020.,Katongole P,https://www.ncbi.nlm.nih.gov/pubmed/33125383
10259,32768356,Active Surveillance for Intermediate-Risk Prostate Cancer: Systematic Review and Meta-analysis of Current Protocols and Outcomes,Clin Genitourin Cancer. 2020 Dec;18(6):e739-e753. doi: 10.1016/j.clgc.2020.05.008. Epub 2020 May 22.,Enikeev D,https://www.ncbi.nlm.nih.gov/pubmed/32768356
10260,31876821,68Ga-Prostate-Specific Membrane Antigen 11 PET/CT Detects Residual Glioblastoma After Radical Surgery in a Patient With Synchronous Recurrent Prostate Cancer: A Case Report,Clin Nucl Med. 2020 Mar;45(3):e151-e153. doi: 10.1097/RLU.0000000000002884.,Pilati E,https://www.ncbi.nlm.nih.gov/pubmed/31876821
10261,31639200,Prostate cancer mortality and metastasis under different biopsy frequencies in North American active surveillance cohorts,Cancer. 2020 Feb 1;126(3):583-592. doi: 10.1002/cncr.32557. Epub 2019 Oct 22.,Lange JM,https://www.ncbi.nlm.nih.gov/pubmed/31639200
10262,31893534,Transcriptional regulation of G(2)/M regulatory proteins and perturbation of G(2)/M Cell cycle transition by a traditional Chinese medicine recipe,J Ethnopharmacol. 2020 Apr 6;251:112526. doi: 10.1016/j.jep.2019.112526. Epub 2019 Dec 29.,Hnit SST,https://www.ncbi.nlm.nih.gov/pubmed/31893534
10263,32166568,Evaluation of serum fatty acid binding protein-4 (FABP-4) as a novel biomarker to predict biopsy outcomes in prostate biopsy naïve patients,Int Urol Nephrol. 2020 Aug;52(8):1483-1490. doi: 10.1007/s11255-020-02426-w. Epub 2020 Mar 12.,Harraz AM,https://www.ncbi.nlm.nih.gov/pubmed/32166568
10265,31902714,Adverse Events Associated With Radium-223 in Metastatic Prostate Cancer: Disproportionality Analysis of FDA Data Reflecting Worldwide Utilization,Clin Genitourin Cancer. 2020 Jun;18(3):192-200.e2. doi: 10.1016/j.clgc.2019.11.017. Epub 2019 Dec 5.,Huynh-Le MP,https://www.ncbi.nlm.nih.gov/pubmed/31902714
10266,31306539,Optimising the number of cores for magnetic resonance imaging-guided targeted and systematic transperineal prostate biopsy,BJU Int. 2020 Feb;125(2):260-269. doi: 10.1111/bju.14865. Epub 2019 Aug 1.,Hansen NL,https://www.ncbi.nlm.nih.gov/pubmed/31306539
10267,31444628,(68)Ga-PSMA-PET/CT and Diffusion MRI Targeting for Cone-Beam CT-Guided Bone Biopsies of Castration-Resistant Prostate Cancer Patients,Cardiovasc Intervent Radiol. 2020 Jan;43(1):147-154. doi: 10.1007/s00270-019-02312-8. Epub 2019 Aug 23.,van Steenbergen TRF,https://www.ncbi.nlm.nih.gov/pubmed/31444628
10268,31770581,Self-assembling poly(ethylene glycol)-block-polylactide-cabazitaxel conjugate nanoparticles for anticancer therapy with high efficacy and low in vivo toxicity,Int J Pharm. 2020 Jan 25;574:118879. doi: 10.1016/j.ijpharm.2019.118879. Epub 2019 Nov 23.,Shuai Q,https://www.ncbi.nlm.nih.gov/pubmed/31770581
10269,31737920,Correlation between cribriform/intraductal prostatic adenocarcinoma and percent Gleason pattern 4 to a 22-gene genomic classifier,Prostate. 2020 Feb;80(2):146-152. doi: 10.1002/pros.23926. Epub 2019 Nov 18.,Taylor AS,https://www.ncbi.nlm.nih.gov/pubmed/31737920
10270,31773273,"Impact of the antifermentative diet during radiotherapy for prostate cancer in elderly, SÃO Paulo, Brazil",Support Care Cancer. 2020 Jun;28(6):2969-2975. doi: 10.1007/s00520-019-05187-0. Epub 2019 Nov 27.,de Oliveira Pedron ÉL,https://www.ncbi.nlm.nih.gov/pubmed/31773273
10271,31758981,How Many Cores Should be Obtained During Saturation Biopsy in the Era of Multiparametric Magnetic Resonance? Experience in 875 Patients Submitted to Repeat Prostate Biopsy,Urology. 2020 Mar;137:133-137. doi: 10.1016/j.urology.2019.11.016. Epub 2019 Nov 20.,Pepe P,https://www.ncbi.nlm.nih.gov/pubmed/31758981
10272,31848297,Aurora B Kinase Promotes CHIP-Dependent Degradation of HIF1? in Prostate Cancer Cells,Mol Cancer Ther. 2020 Apr;19(4):1008-1017. doi: 10.1158/1535-7163.MCT-19-0777. Epub 2019 Dec 17.,Biswas K,https://www.ncbi.nlm.nih.gov/pubmed/31848297
10273,31375566,Detection Rate and Localization of Prostate Cancer Recurrence Using (68)Ga-PSMA-11 PET/MRI in Patients with Low PSA Values ? 0.5 ng/mL,J Nucl Med. 2020 Feb;61(2):194-201. doi: 10.2967/jnumed.118.225276. Epub 2019 Aug 2.,Kranzbühler B,https://www.ncbi.nlm.nih.gov/pubmed/31375566
10274,32357938,Selenium nanoparticles (SeNPs) have potent antitumor activity against prostate cancer cells through the upregulation of miR-16,World J Surg Oncol. 2020 May 1;18(1):81. doi: 10.1186/s12957-020-01850-7.,Liao G,https://www.ncbi.nlm.nih.gov/pubmed/32357938
10275,31713278,"Circ-MTO1 correlates with favorable prognosis and inhibits cell proliferation, invasion as well as miR-17-5p expression in prostate cancer",J Clin Lab Anal. 2020 Mar;34(3):e23086. doi: 10.1002/jcla.23086. Epub 2019 Nov 11.,Hu Y,https://www.ncbi.nlm.nih.gov/pubmed/31713278
10276,31786702,MRI-targeted biopsy for detecting prostate cancer: have the guidelines changed our practices and our prostate cancer detection rate?,Int Urol Nephrol. 2020 Apr;52(4):611-618. doi: 10.1007/s11255-019-02353-5. Epub 2019 Nov 30.,Baboudjian M,https://www.ncbi.nlm.nih.gov/pubmed/31786702
10277,32389119,In situ Generated (212)Pb-PSMA Ligand in a (224)Ra-Solution for Dual Targeting of Prostate Cancer Sclerotic Stroma and PSMA-positive Cells,Curr Radiopharm. 2020;13(2):130-141. doi: 10.2174/1874471013666200511000532.,Stenberg VY,https://www.ncbi.nlm.nih.gov/pubmed/32389119
10278,31926808,Evaluation of intrafraction prostate motion tracking using the Clarity Autoscan system for safety margin validation,Z Med Phys. 2020 May;30(2):135-141. doi: 10.1016/j.zemedi.2019.12.004. Epub 2020 Jan 8.,Richter A,https://www.ncbi.nlm.nih.gov/pubmed/31926808
10280,32253231,Mechanistic Insights for Optimizing PSMA Radioligand Therapy,Clin Cancer Res. 2020 Jun 15;26(12):2774-2776. doi: 10.1158/1078-0432.CCR-20-0209. Epub 2020 Apr 6.,Ravi Kumar AS,https://www.ncbi.nlm.nih.gov/pubmed/32253231
10282,32201312,NF-?B signaling promotes castration-resistant prostate cancer initiation and progression,Pharmacol Ther. 2020 Jul;211:107538. doi: 10.1016/j.pharmthera.2020.107538. Epub 2020 Mar 19.,Thomas-Jardin SE,https://www.ncbi.nlm.nih.gov/pubmed/32201312
10285,31997148,Decreasing the prospect of upper extremity neuropraxia during robotic assisted laparoscopic prostatectomy: a novel technique,J Robot Surg. 2020 Oct;14(5):733-738. doi: 10.1007/s11701-020-01047-w. Epub 2020 Jan 29.,Watson MJ,https://www.ncbi.nlm.nih.gov/pubmed/31997148
10286,31614001,Response assessment using [(68) Ga]Ga-PSMA ligand PET in patients undergoing systemic therapy for metastatic castration-resistant prostate cancer,Prostate. 2020 Jan;80(1):74-82. doi: 10.1002/pros.23919. Epub 2019 Oct 15.,Grubmüller B,https://www.ncbi.nlm.nih.gov/pubmed/31614001
10287,32022514,Can natural killer cell activity help screen patients requiring a biopsy for the diagnosis of prostate cancer?,Int Braz J Urol. 2020 Mar-Apr;46(2):244-252. doi: 10.1590/S1677-5538.IBJU.2019.0268.,Tae BS,https://www.ncbi.nlm.nih.gov/pubmed/32022514
10288,32166495,Diagnostic accuracy of biparametric versus multiparametric prostate MRI: assessment of contrast benefit in clinical practice,Eur Radiol. 2020 Jul;30(7):4039-4049. doi: 10.1007/s00330-020-06782-0. Epub 2020 Mar 12.,Zawaideh JP,https://www.ncbi.nlm.nih.gov/pubmed/32166495
10289,32854102,Elastography Targeted Prostate Biopsy in Patients under Active Surveillance,Urol Int. 2020;104(11-12):948-953. doi: 10.1159/000509256. Epub 2020 Aug 27.,Steinwender T,https://www.ncbi.nlm.nih.gov/pubmed/32854102
10291,31822959,[(18)F]Fluciclovine PET/CT: joint EANM and SNMMI procedure guideline for prostate cancer imaging-version 1.0,Eur J Nucl Med Mol Imaging. 2020 Mar;47(3):579-591. doi: 10.1007/s00259-019-04614-y. Epub 2019 Dec 11.,Nanni C,https://www.ncbi.nlm.nih.gov/pubmed/31822959
10292,32034111,(68)Ga-PSMA PET/CT Combined with PET/Ultrasound-Guided Prostate Biopsy Can Diagnose Clinically Significant Prostate Cancer in Men with Previous Negative Biopsy Results,J Nucl Med. 2020 Sep;61(9):1314-1319. doi: 10.2967/jnumed.119.235333. Epub 2020 Feb 7.,Liu C,https://www.ncbi.nlm.nih.gov/pubmed/32034111
10293,30882158,Prognostic Value of Platelet Counts in Patients with Metastatic Prostate Cancer Treated with Endocrine Therapy,Urol J. 2020 Jan 26;17(1):42-49. doi: 10.22037/uj.v0i0.4735.,Shimodaira K,https://www.ncbi.nlm.nih.gov/pubmed/30882158
10294,31253744,Preclinical Evaluation of (203/212)Pb-Labeled Low-Molecular-Weight Compounds for Targeted Radiopharmaceutical Therapy of Prostate Cancer,J Nucl Med. 2020 Jan;61(1):80-88. doi: 10.2967/jnumed.119.229393. Epub 2019 Jun 28.,Banerjee SR,https://www.ncbi.nlm.nih.gov/pubmed/31253744
10295,32350606,Molecular characterization of prostate cancer in Middle Eastern population highlights differences with Western populations with prognostic implication,J Cancer Res Clin Oncol. 2020 Jul;146(7):1701-1709. doi: 10.1007/s00432-020-03221-x. Epub 2020 Apr 30.,Abdelsalam RA,https://www.ncbi.nlm.nih.gov/pubmed/32350606
10297,32377272,Upregulation of Phosphatase 1 Nuclear-Targeting Subunit (PNUTS) Is an Independent Predictor of Poor Prognosis in Prostate Cancer,Dis Markers. 2020 Apr 25;2020:7050146. doi: 10.1155/2020/7050146. eCollection 2020.,Marx A,https://www.ncbi.nlm.nih.gov/pubmed/32377272
10299,31651660,The Risk of Cardiovascular Disease in Prostate Cancer Patients Receiving Androgen Deprivation Therapies,Epidemiology. 2020 May;31(3):432-440. doi: 10.1097/EDE.0000000000001132.,Cardwell CR,https://www.ncbi.nlm.nih.gov/pubmed/31651660
10300,32173766,Exercise intensity prescription in cancer survivors: ventilatory and lactate thresholds are useful submaximal alternatives to VO(2peak),Support Care Cancer. 2020 Nov;28(11):5521-5528. doi: 10.1007/s00520-020-05407-y. Epub 2020 Mar 16.,Schneider J,https://www.ncbi.nlm.nih.gov/pubmed/32173766
10301,31471713,Radium-223 dichloride in prostate cancer: proof of principle for the use of targeted alpha treatment in clinical practice,Eur J Nucl Med Mol Imaging. 2020 Jan;47(1):192-217. doi: 10.1007/s00259-019-04475-5. Epub 2019 Aug 30.,Dizdarevic S,https://www.ncbi.nlm.nih.gov/pubmed/31471713
10302,31715025,Comparison of biological properties of [(177) Lu]Lu-ProBOMB1 and [(177) Lu]Lu-NeoBOMB1 for GRPR targeting,J Labelled Comp Radiopharm. 2020 Feb;63(2):56-64. doi: 10.1002/jlcr.3815. Epub 2020 Jan 11.,Rousseau E,https://www.ncbi.nlm.nih.gov/pubmed/31715025
10303,33685193,First experience in the Czech Republic with perirectal hydrogel injection before radiotherapy for prostate cancer,Klin Onkol. 2020 Winter;33(6):440-444.,Vik V,https://www.ncbi.nlm.nih.gov/pubmed/33685193
10304,32685011,TGF-? causes Docetaxel resistance in Prostate Cancer via the induction of Bcl-2 by acetylated KLF5 and Protein Stabilization,Theranostics. 2020 Jun 18;10(17):7656-7670. doi: 10.7150/thno.44567. eCollection 2020.,Li Y,https://www.ncbi.nlm.nih.gov/pubmed/32685011
10305,31190153,(68)Ga-PSMA PET/CT compared with MRI/CT and diffusion-weighted MRI for primary lymph node staging prior to definitive radiotherapy in prostate cancer: a prospective diagnostic test accuracy study,World J Urol. 2020 Apr;38(4):939-948. doi: 10.1007/s00345-019-02846-z. Epub 2019 Jun 12.,Petersen LJ,https://www.ncbi.nlm.nih.gov/pubmed/31190153
10306,32308757,Metastatic extent predicts survival as patients with metastatic castration-resistant prostate cancer are treated with (177)Lu-PSMA radioligand therapy,Theranostics. 2020 Mar 30;10(11):4900-4902. doi: 10.7150/thno.44568. eCollection 2020.,von Eyben FE,https://www.ncbi.nlm.nih.gov/pubmed/32308757
10307,32813687,"Effects of quality-based procedure hospital funding reform in Ontario, Canada: An interrupted time series study",PLoS One. 2020 Aug 19;15(8):e0236480. doi: 10.1371/journal.pone.0236480. eCollection 2020.,Li AH,https://www.ncbi.nlm.nih.gov/pubmed/32813687
10308,32345668,Co-occurrent Alterations of Alzheimer's Genes and Prostate Cancer Genes in Prostate Cancer,Cancer Genomics Proteomics. 2020 May-Jun;17(3):271-275. doi: 10.21873/cgp.20187.,Lehrer S,https://www.ncbi.nlm.nih.gov/pubmed/32345668
10310,32454387,Does muscle invasive bladder cancer following pelvic radiotherapy portend worse prognosis? A seer-based study,Cancer Treat Res Commun. 2020;24:100177. doi: 10.1016/j.ctarc.2020.100177. Epub 2020 May 24.,Natale C,https://www.ncbi.nlm.nih.gov/pubmed/32454387
10311,31552555,CT imaging markers to improve radiation toxicity prediction in prostate cancer radiotherapy by stacking regression algorithm,Radiol Med. 2020 Jan;125(1):87-97. doi: 10.1007/s11547-019-01082-0. Epub 2019 Sep 24.,Mostafaei S,https://www.ncbi.nlm.nih.gov/pubmed/31552555
10312,32166452,Treatment strategies to prevent and reduce gynecomastia and/or breast pain caused by antiandrogen therapy for prostate cancer : Statement from the DEGRO working group prostate cancer,Strahlenther Onkol. 2020 Jul;196(7):589-597. doi: 10.1007/s00066-020-01598-9. Epub 2020 Mar 12.,Ghadjar P,https://www.ncbi.nlm.nih.gov/pubmed/32166452
10313,31750988,Qualitative and Quantitative Reporting of a Unique Biparametric MRI: Towards Biparametric MRI-Based Nomograms for Prediction of Prostate Biopsy Outcome in Men With a Clinical Suspicion of Prostate Cancer (IMPROD and MULTI-IMPROD Trials),J Magn Reson Imaging. 2020 May;51(5):1556-1567. doi: 10.1002/jmri.26975. Epub 2019 Nov 21.,Perez IM,https://www.ncbi.nlm.nih.gov/pubmed/31750988
10314,32468165,Adaptation of the prostate biopsy collaborative group risk calculator in patients with PSA less than 10 ng/ml improves its performance,Int Urol Nephrol. 2020 Oct;52(10):1811-1819. doi: 10.1007/s11255-020-02517-8. Epub 2020 May 28.,Stojadinovic M,https://www.ncbi.nlm.nih.gov/pubmed/32468165
10316,31020423,Active surveillance outcomes in prostate cancer patients: the use of transperineal template-guided mapping biopsy for patient selection,World J Urol. 2020 Feb;38(2):361-369. doi: 10.1007/s00345-019-02695-w. Epub 2019 Apr 24.,Merrick GS,https://www.ncbi.nlm.nih.gov/pubmed/31020423
10317,31247546,Extending the Hybrid Surgical Guidance Concept With Freehand Fluorescence Tomography,IEEE Trans Med Imaging. 2020 Jan;39(1):226-235. doi: 10.1109/TMI.2019.2924254. Epub 2019 Jun 21.,van Oosterom MN,https://www.ncbi.nlm.nih.gov/pubmed/31247546
10318,32319143,ARNT-dependent CCR8 reprogrammed LDH isoform expression correlates with poor clinical outcomes of prostate cancer,Mol Carcinog. 2020 Aug;59(8):897-907. doi: 10.1002/mc.23201. Epub 2020 Apr 22.,Chen G,https://www.ncbi.nlm.nih.gov/pubmed/32319143
10319,32384317,Efficacy of Upfront Docetaxel With Androgen Deprivation Therapy for Castration-Sensitive Metastatic Prostate Cancer Among Minority Patients,Am J Ther. 2020 May 5;28(4):e380-e387. doi: 10.1097/MJT.0000000000001085.,Pathak S,https://www.ncbi.nlm.nih.gov/pubmed/32384317
10320,32296034,PIM kinase inhibition: co-targeted therapeutic approaches in prostate cancer,Signal Transduct Target Ther. 2020 Jan 31;5(1):7. doi: 10.1038/s41392-020-0109-y.,Luszczak S,https://www.ncbi.nlm.nih.gov/pubmed/32296034
